file,is_unindentified_algae_from_satellite,has_bioluminescence,other,Key Details,Satellite,Date,Suspected Species,Notes
00001.jpg,TRUE,FALSE,FALSE,,,,,
00002.jpg,TRUE,FALSE,FALSE,,,,,
00003.jpg,TRUE,FALSE,FALSE,,,,,
00004.jpg,TRUE,FALSE,FALSE,,,,,
00005.jpg,TRUE,FALSE,FALSE,,,,,
00006.jpg,TRUE,FALSE,FALSE,,,,,
00007.jpg,TRUE,FALSE,FALSE,,,,,
00008.jpg,TRUE,FALSE,FALSE,,,,,
00009.jpg,TRUE,FALSE,FALSE,,,,,
00010.jpg,TRUE,FALSE,FALSE,,,,,
00011.jpg,TRUE,FALSE,FALSE,,,,,
00012.jpg,TRUE,FALSE,FALSE,,,,,
00013.jpg,TRUE,FALSE,FALSE,,,,,
00014.jpg,TRUE,FALSE,FALSE,,,,,
00015.jpg,TRUE,FALSE,FALSE,,,,,
00016.jpg,TRUE,FALSE,FALSE,,,,,
00017.jpg,TRUE,FALSE,FALSE,,,,,
00018.jpg,TRUE,FALSE,FALSE,,,,,
00019.jpg,TRUE,FALSE,FALSE,,,,,
00020.jpg,TRUE,FALSE,FALSE,,,,,
00021.jpg,TRUE,FALSE,FALSE,,,,,
00022.jpg,TRUE,FALSE,FALSE,,,,,
00023.jpg,TRUE,FALSE,FALSE,,,,,
00024.jpg,TRUE,FALSE,FALSE,,,,,
00025.jpg,TRUE,FALSE,FALSE,,,,,
00026.jpg,TRUE,FALSE,FALSE,,,,,
00027.jpg,TRUE,FALSE,FALSE,,,,,
00028.jpg,TRUE,FALSE,FALSE,,,,,
00029.jpg,TRUE,FALSE,FALSE,,,,,
00030.jpg,TRUE,FALSE,FALSE,,,,,
00031.jpg,TRUE,FALSE,FALSE,,,,,
00032.jpg,TRUE,FALSE,FALSE,,,,,
00033.jpg,TRUE,FALSE,FALSE,,,,,
00034.jpg,TRUE,FALSE,FALSE,,,,,
00035.jpg,TRUE,FALSE,FALSE,,,,,
00036.jpg,TRUE,FALSE,FALSE,,,,,
00037.jpg,TRUE,FALSE,FALSE,,,,,
00038.jpg,TRUE,FALSE,FALSE,,,,,
00039.jpg,TRUE,FALSE,FALSE,,,,,
00040.jpg,TRUE,FALSE,FALSE,,,,,
00041.jpg,TRUE,FALSE,FALSE,,,,,
00042.jpg,TRUE,FALSE,FALSE,,,,,
00043.jpg,TRUE,FALSE,FALSE,,,,,
00044.jpg,TRUE,FALSE,FALSE,,,,,
00045.jpg,TRUE,FALSE,FALSE,,,,,
00046.jpg,TRUE,FALSE,FALSE,,,,,
00047.jpg,TRUE,FALSE,FALSE,,,,,
00048.jpg,TRUE,FALSE,FALSE,,,,,
00049.jpg,TRUE,FALSE,FALSE,,,,,
00050.jpg,TRUE,FALSE,FALSE,,,,,
00051.jpg,TRUE,FALSE,FALSE,,,,,
00052.jpg,TRUE,FALSE,FALSE,,,,,
00053.jpg,TRUE,FALSE,FALSE,,,,,
00054.jpg,TRUE,FALSE,FALSE,,,,,
00055.jpg,TRUE,FALSE,FALSE,,,,,
00056.jpg,TRUE,FALSE,FALSE,,,,,
00057.jpg,TRUE,FALSE,FALSE,,,,,
00058.jpg,TRUE,FALSE,FALSE,,,,,
00059.jpg,TRUE,FALSE,FALSE,,,,,
00060.jpg,TRUE,FALSE,FALSE,,,,,
00061.jpg,TRUE,FALSE,FALSE,,,,,
00062.jpg,TRUE,FALSE,FALSE,,,,,
00063.jpg,TRUE,FALSE,FALSE,,,,,
00064.jpg,TRUE,FALSE,FALSE,,,,,
00065.jpg,TRUE,FALSE,FALSE,,,,,
00066.jpg,TRUE,FALSE,FALSE,,,,,
00067.jpg,TRUE,FALSE,FALSE,,,,,
00068.jpg,TRUE,FALSE,FALSE,,,,,
00069.jpg,TRUE,FALSE,FALSE,,,,,
00070.jpg,TRUE,FALSE,FALSE,,,,,
00071.jpg,TRUE,FALSE,FALSE,,,,,
00072.jpg,TRUE,FALSE,FALSE,,,,,
00073.jpg,TRUE,FALSE,FALSE,,,,,
00074.jpg,TRUE,FALSE,FALSE,,,,,
00075.jpg,TRUE,FALSE,FALSE,,,,,
00076.jpg,TRUE,FALSE,FALSE,,,,,
00077.jpg,TRUE,FALSE,FALSE,,,,,
00078.jpg,TRUE,FALSE,FALSE,,,,,
00079.jpg,TRUE,FALSE,FALSE,,,,,
00080.jpg,TRUE,FALSE,FALSE,,,,,
00081.jpg,TRUE,FALSE,FALSE,,,,,
00082.jpg,TRUE,FALSE,FALSE,,,,,
00083.jpg,TRUE,FALSE,FALSE,,,,,
00084.jpg,TRUE,FALSE,FALSE,,,,,
00085.jpg,TRUE,FALSE,FALSE,,,,,
00086.jpg,TRUE,FALSE,FALSE,,,,,
00087.jpg,TRUE,FALSE,FALSE,,,,,
00088.jpg,TRUE,FALSE,FALSE,,,,,
00089.jpg,TRUE,FALSE,FALSE,,,,,
00090.jpg,TRUE,FALSE,FALSE,,,,,
00091.jpg,TRUE,FALSE,FALSE,,,,,
00092.jpg,TRUE,FALSE,FALSE,,,,,
00093.jpg,TRUE,FALSE,FALSE,,,,,
00094.jpg,TRUE,FALSE,FALSE,,,,,
00095.jpg,TRUE,FALSE,FALSE,,,,,
00096.jpg,TRUE,FALSE,FALSE,,,,,
00097.jpg,TRUE,FALSE,FALSE,,,,,
00098.jpg,TRUE,FALSE,FALSE,,,,,
00099.jpg,TRUE,FALSE,FALSE,,,,,
00100.jpg,TRUE,FALSE,FALSE,,,,,
00101.jpg,TRUE,FALSE,FALSE,,,,,
00102.jpg,TRUE,FALSE,FALSE,,,,,
00103.jpg,TRUE,FALSE,FALSE,,,,,
00104.jpg,TRUE,FALSE,FALSE,,,,,
00105.jpg,TRUE,FALSE,FALSE,,,,,
00106.jpg,TRUE,FALSE,FALSE,,,,,
00107.jpg,TRUE,FALSE,FALSE,,,,,
00108.jpg,TRUE,FALSE,FALSE,,,,,
00109.jpg,TRUE,FALSE,FALSE,,,,,
00110.jpg,TRUE,FALSE,FALSE,,,,,
00111.jpg,TRUE,FALSE,FALSE,,,,,
00112.jpg,TRUE,FALSE,FALSE,,,,,
00113.jpg,TRUE,FALSE,FALSE,,,,,
00114.jpg,TRUE,FALSE,FALSE,,,,,
00115.jpg,TRUE,FALSE,FALSE,,,,,
00116.jpg,TRUE,FALSE,FALSE,,,,,
00117.jpg,TRUE,FALSE,FALSE,,,,,
00118.jpg,TRUE,FALSE,FALSE,,,,,
00119.jpg,TRUE,FALSE,FALSE,,,,,
00120.jpg,TRUE,FALSE,FALSE,,,,,
00121.jpg,TRUE,FALSE,FALSE,,,,,
00122.jpg,TRUE,FALSE,FALSE,,,,,
00123.jpg,TRUE,FALSE,FALSE,,,,,
00124.jpg,TRUE,FALSE,FALSE,,,,,
00125.jpg,TRUE,FALSE,FALSE,,,,,
00126.jpg,TRUE,FALSE,FALSE,,,,,
00127.jpg,TRUE,FALSE,FALSE,,,,,
00128.jpg,TRUE,FALSE,FALSE,,,,,
00129.jpg,TRUE,FALSE,FALSE,,,,,
00130.jpg,TRUE,FALSE,FALSE,,,,,
00131.jpg,TRUE,FALSE,FALSE,,,,,
00132.jpg,TRUE,FALSE,FALSE,,,,,
00133.jpg,TRUE,FALSE,FALSE,,,,,
00134.jpg,TRUE,FALSE,FALSE,,,,,
00135.jpg,TRUE,FALSE,FALSE,,,,,
00136.jpg,TRUE,FALSE,FALSE,,,,,
00137.jpg,TRUE,FALSE,FALSE,,,,,
00138.jpg,TRUE,FALSE,FALSE,,,,,
00139.jpg,TRUE,FALSE,FALSE,,,,,
00140.jpg,TRUE,FALSE,FALSE,,,,,
00141.jpg,TRUE,FALSE,FALSE,,,,,
00142.jpg,TRUE,FALSE,FALSE,,,,,
00143.jpg,TRUE,FALSE,FALSE,,,,,
00144.jpg,TRUE,FALSE,FALSE,,,,,
00145.jpg,TRUE,FALSE,FALSE,,,,,
00146.jpg,TRUE,FALSE,FALSE,,,,,
00147.jpg,TRUE,FALSE,FALSE,,,,,
00148.jpg,TRUE,FALSE,FALSE,,,,,
00149.jpg,TRUE,FALSE,FALSE,,,,,
00150.jpg,TRUE,FALSE,FALSE,,,,,
00151.jpg,TRUE,FALSE,FALSE,,,,,
00152.jpg,TRUE,FALSE,FALSE,,,,,
00153.jpg,TRUE,FALSE,FALSE,,,,,
00154.jpg,TRUE,FALSE,FALSE,,,,,
00155.jpg,TRUE,FALSE,FALSE,,,,,
00156.jpg,TRUE,FALSE,FALSE,,,,,
00157.jpg,TRUE,FALSE,FALSE,,,,,
00158.jpg,TRUE,FALSE,FALSE,,,,,
00159.jpg,TRUE,FALSE,FALSE,,,,,
00160.jpg,TRUE,FALSE,FALSE,,,,,
00161.jpg,TRUE,FALSE,FALSE,,,,,
00162.jpg,TRUE,FALSE,FALSE,,,,,
00163.jpg,TRUE,FALSE,FALSE,,,,,
00164.jpg,TRUE,FALSE,FALSE,,,,,
00165.jpg,TRUE,FALSE,FALSE,,,,,
00166.jpg,TRUE,FALSE,FALSE,,,,,
00167.jpg,TRUE,FALSE,FALSE,,,,,
00168.jpg,TRUE,FALSE,FALSE,,,,,
00169.jpg,TRUE,FALSE,FALSE,,,,,
00170.jpg,TRUE,FALSE,FALSE,,,,,
00171.jpg,TRUE,FALSE,FALSE,,,,,
00172.jpg,TRUE,FALSE,FALSE,,,,,
00173.jpg,TRUE,FALSE,FALSE,,,,,
00174.jpg,TRUE,FALSE,FALSE,,,,,
00175.jpg,TRUE,FALSE,FALSE,,,,,
00176.jpg,TRUE,FALSE,FALSE,,,,,
00177.jpg,TRUE,FALSE,FALSE,,,,,
00178.jpg,FALSE,TRUE,FALSE,,,,,
00179.jpg,FALSE,TRUE,FALSE,,,,,
00180.jpg,FALSE,TRUE,FALSE,,,,,
00181.jpg,FALSE,TRUE,FALSE,,,,,
00182.jpg,FALSE,TRUE,FALSE,,,,,
00183.jpg,FALSE,TRUE,FALSE,,,,,
00184.jpg,FALSE,TRUE,FALSE,,,,,
00185.jpg,FALSE,TRUE,FALSE,,,,,
00186.jpg,FALSE,TRUE,FALSE,,,,,
00187.jpg,FALSE,TRUE,FALSE,,,,,
00188.jpg,FALSE,TRUE,FALSE,,,,,
00189.jpg,FALSE,TRUE,FALSE,,,,,
00190.jpg,FALSE,TRUE,FALSE,,,,,
00191.jpg,FALSE,TRUE,FALSE,,,,,
00192.jpg,FALSE,TRUE,FALSE,,,,,
00193.jpg,FALSE,TRUE,FALSE,,,,,
00194.jpg,FALSE,TRUE,FALSE,,,,,
00195.jpg,FALSE,TRUE,FALSE,,,,,
00196.jpg,FALSE,TRUE,FALSE,,,,,
00197.jpg,FALSE,TRUE,FALSE,,,,,
00198.jpg,FALSE,TRUE,FALSE,,,,,
00199.jpg,FALSE,TRUE,FALSE,,,,,
00200.jpg,FALSE,TRUE,FALSE,,,,,
00201.jpg,FALSE,TRUE,FALSE,,,,,
00202.jpg,FALSE,TRUE,FALSE,,,,,
00203.jpg,FALSE,TRUE,FALSE,,,,,
00204.jpg,FALSE,TRUE,FALSE,,,,,
00205.jpg,FALSE,TRUE,FALSE,,,,,
00206.jpg,FALSE,TRUE,FALSE,,,,,
00207.jpg,FALSE,TRUE,FALSE,,,,,
00208.jpg,FALSE,TRUE,FALSE,,,,,
00209.jpg,FALSE,TRUE,FALSE,,,,,
00210.jpg,FALSE,TRUE,FALSE,,,,,
00211.jpg,FALSE,TRUE,FALSE,,,,,
00212.jpg,FALSE,TRUE,FALSE,,,,,
00213.jpg,FALSE,TRUE,FALSE,,,,,
00214.jpg,FALSE,TRUE,FALSE,,,,,
00215.jpg,FALSE,TRUE,FALSE,,,,,
00216.jpg,FALSE,TRUE,FALSE,,,,,
00217.jpg,FALSE,TRUE,FALSE,,,,,
00218.jpg,FALSE,TRUE,FALSE,,,,,
00219.jpg,FALSE,TRUE,FALSE,,,,,
00220.jpg,FALSE,TRUE,FALSE,,,,,
00221.jpg,FALSE,TRUE,FALSE,,,,,
00222.jpg,FALSE,TRUE,FALSE,,,,,
00223.jpg,FALSE,TRUE,FALSE,,,,,
00224.jpg,FALSE,TRUE,FALSE,,,,,
00225.jpg,FALSE,TRUE,FALSE,,,,,
00226.jpg,FALSE,TRUE,FALSE,,,,,
00227.jpg,FALSE,TRUE,FALSE,,,,,
00228.jpg,FALSE,TRUE,FALSE,,,,,
00229.jpg,FALSE,TRUE,FALSE,,,,,
00230.jpg,FALSE,TRUE,FALSE,,,,,
00231.jpg,FALSE,TRUE,FALSE,,,,,
00232.jpg,FALSE,TRUE,FALSE,,,,,
00233.jpg,FALSE,TRUE,FALSE,,,,,
00234.jpg,FALSE,TRUE,FALSE,,,,,
00235.jpg,FALSE,TRUE,FALSE,,,,,
00236.jpg,FALSE,TRUE,FALSE,,,,,
00237.jpg,FALSE,TRUE,FALSE,,,,,
00238.jpg,FALSE,TRUE,FALSE,,,,,
00239.jpg,FALSE,TRUE,FALSE,,,,,
00240.jpg,FALSE,TRUE,FALSE,,,,,
00241.jpg,FALSE,TRUE,FALSE,,,,,
00242.jpg,FALSE,TRUE,FALSE,,,,,
00243.jpg,FALSE,TRUE,FALSE,,,,,
00244.jpg,FALSE,TRUE,FALSE,,,,,
00245.jpg,FALSE,TRUE,FALSE,,,,,
00246.jpg,FALSE,TRUE,FALSE,,,,,
00247.jpg,FALSE,TRUE,FALSE,,,,,
00248.jpg,FALSE,TRUE,FALSE,,,,,
00249.jpg,FALSE,TRUE,FALSE,,,,,
00250.jpg,FALSE,TRUE,FALSE,,,,,
00251.jpg,FALSE,TRUE,FALSE,,,,,
00252.jpg,FALSE,TRUE,FALSE,,,,,
00253.jpg,FALSE,TRUE,FALSE,,,,,
00254.jpg,FALSE,TRUE,FALSE,,,,,
00255.jpg,FALSE,TRUE,FALSE,,,,,
00256.jpg,FALSE,TRUE,FALSE,,,,,
00257.jpg,FALSE,TRUE,FALSE,,,,,
00258.jpg,FALSE,TRUE,FALSE,,,,,
00259.jpg,FALSE,TRUE,FALSE,,,,,
00260.jpg,FALSE,TRUE,FALSE,,,,,
00261.jpg,FALSE,TRUE,FALSE,,,,,
00262.jpg,FALSE,TRUE,FALSE,,,,,
00263.jpg,FALSE,TRUE,FALSE,,,,,
00264.jpg,FALSE,TRUE,FALSE,,,,,
00265.jpg,FALSE,TRUE,FALSE,,,,,
00266.jpg,FALSE,TRUE,FALSE,,,,,
00267.jpg,FALSE,TRUE,FALSE,,,,,
00268.jpg,FALSE,TRUE,FALSE,,,,,
00269.jpg,FALSE,TRUE,FALSE,,,,,
00270.jpg,FALSE,TRUE,FALSE,,,,,
00271.jpg,FALSE,TRUE,FALSE,,,,,
00272.jpg,FALSE,TRUE,FALSE,,,,,
00273.jpg,FALSE,TRUE,FALSE,,,,,
00274.jpg,FALSE,TRUE,FALSE,,,,,
00275.jpg,FALSE,FALSE,TRUE,,,,,
00276.jpg,FALSE,FALSE,TRUE,,,,,
00277.jpg,FALSE,FALSE,TRUE,,,,,
00278.jpg,FALSE,FALSE,TRUE,,,,,
00279.jpg,FALSE,FALSE,TRUE,,,,,
00280.jpg,FALSE,FALSE,TRUE,,,,,
00281.jpg,FALSE,FALSE,TRUE,,,,,
00282.jpg,FALSE,FALSE,TRUE,,,,,
00283.jpg,FALSE,FALSE,TRUE,,,,,
00284.jpg,FALSE,FALSE,TRUE,,,,,
00285.jpg,FALSE,FALSE,TRUE,,,,,
00286.jpg,FALSE,FALSE,TRUE,,,,,
00287.jpg,FALSE,FALSE,TRUE,,,,,
00288.jpg,FALSE,FALSE,TRUE,,,,,
00289.jpg,FALSE,FALSE,TRUE,,,,,
00290.jpg,FALSE,FALSE,TRUE,,,,,
00291.jpg,FALSE,FALSE,TRUE,,,,,
00292.jpg,FALSE,FALSE,TRUE,,,,,
00293.jpg,FALSE,FALSE,TRUE,,,,,
00294.jpg,FALSE,FALSE,TRUE,,,,,
00295.jpg,FALSE,FALSE,TRUE,,,,,
00296.jpg,FALSE,FALSE,TRUE,,,,,
00297.jpg,FALSE,FALSE,TRUE,,,,,
00298.jpg,FALSE,FALSE,TRUE,,,,,
00299.jpg,FALSE,FALSE,TRUE,,,,,
00300.jpg,FALSE,FALSE,TRUE,,,,,
00301.jpg,FALSE,FALSE,TRUE,,,,,
00302.jpg,FALSE,FALSE,TRUE,,,,,
00303.jpg,FALSE,FALSE,TRUE,,,,,
00304.jpg,FALSE,FALSE,TRUE,,,,,
00305.jpg,FALSE,FALSE,TRUE,,,,,
00306.jpg,FALSE,FALSE,TRUE,,,,,
00307.jpg,FALSE,FALSE,TRUE,,,,,
00308.jpg,FALSE,FALSE,TRUE,,,,,
00309.jpg,FALSE,FALSE,TRUE,,,,,
00310.jpg,FALSE,FALSE,TRUE,,,,,
00311.jpg,FALSE,FALSE,TRUE,,,,,
00312.jpg,FALSE,FALSE,TRUE,,,,,
00313.jpg,FALSE,FALSE,TRUE,,,,,
00314.jpg,FALSE,FALSE,TRUE,,,,,
00315.jpg,FALSE,FALSE,TRUE,,,,,
00316.jpg,FALSE,FALSE,TRUE,,,,,
00317.jpg,FALSE,FALSE,TRUE,,,,,
00318.jpg,FALSE,FALSE,TRUE,,,,,
00319.jpg,FALSE,FALSE,TRUE,,,,,
00320.jpg,FALSE,FALSE,TRUE,,,,,
00321.jpg,FALSE,FALSE,TRUE,,,,,
00322.jpg,FALSE,FALSE,TRUE,,,,,
00323.jpg,FALSE,FALSE,TRUE,,,,,
00324.jpg,FALSE,FALSE,TRUE,,,,,
00325.jpg,FALSE,FALSE,TRUE,,,,,
00326.jpg,FALSE,FALSE,TRUE,,,,,
00327.jpg,FALSE,FALSE,TRUE,,,,,
00328.jpg,FALSE,FALSE,TRUE,,,,,
00329.jpg,FALSE,FALSE,TRUE,,,,,
00330.jpg,FALSE,FALSE,TRUE,,,,,
00331.jpg,FALSE,FALSE,TRUE,,,,,
00332.jpg,FALSE,FALSE,TRUE,,,,,
00333.jpg,FALSE,FALSE,TRUE,,,,,
00334.jpg,FALSE,FALSE,TRUE,,,,,
00335.jpg,FALSE,FALSE,TRUE,,,,,
00336.jpg,FALSE,FALSE,TRUE,,,,,
00337.jpg,FALSE,FALSE,TRUE,,,,,
00338.jpg,FALSE,FALSE,TRUE,,,,,
00339.jpg,FALSE,FALSE,TRUE,,,,,
00340.jpg,FALSE,FALSE,TRUE,,,,,
00341.jpg,FALSE,FALSE,TRUE,,,,,
00342.jpg,FALSE,FALSE,TRUE,,,,,
00343.jpg,FALSE,FALSE,TRUE,,,,,
00344.jpg,FALSE,FALSE,TRUE,,,,,
00345.jpg,FALSE,FALSE,TRUE,,,,,
00346.jpg,FALSE,FALSE,TRUE,,,,,
00347.jpg,FALSE,FALSE,TRUE,,,,,
00348.jpg,FALSE,FALSE,TRUE,,,,,
00349.jpg,FALSE,FALSE,TRUE,,,,,
00350.jpg,FALSE,FALSE,TRUE,,,,,
00351.jpg,FALSE,FALSE,TRUE,,,,,
00352.jpg,FALSE,FALSE,TRUE,,,,,
00353.jpg,FALSE,FALSE,TRUE,,,,,
00354.jpg,FALSE,FALSE,TRUE,,,,,
00355.jpg,FALSE,FALSE,TRUE,,,,,
00356.jpg,FALSE,FALSE,TRUE,,,,,
00357.jpg,FALSE,FALSE,TRUE,,,,,
00358.jpg,FALSE,FALSE,TRUE,,,,,
00359.jpg,FALSE,FALSE,TRUE,,,,,
00360.jpg,FALSE,FALSE,TRUE,,,,,
00361.jpg,FALSE,FALSE,TRUE,,,,,
00362.jpg,FALSE,FALSE,TRUE,,,,,
00363.jpg,FALSE,FALSE,TRUE,,,,,
00364.jpg,FALSE,FALSE,TRUE,,,,,
00365.jpg,FALSE,FALSE,TRUE,,,,,
00366.jpg,FALSE,FALSE,TRUE,,,,,
00367.jpg,FALSE,FALSE,TRUE,,,,,
00368.jpg,FALSE,FALSE,TRUE,,,,,
00369.jpg,FALSE,FALSE,TRUE,,,,,
00370.jpg,FALSE,FALSE,TRUE,,,,,
00371.jpg,FALSE,FALSE,TRUE,,,,,
00372.jpg,FALSE,FALSE,TRUE,,,,,
00373.jpg,FALSE,FALSE,TRUE,,,,,
00374.jpg,FALSE,FALSE,TRUE,,,,,
00375.jpg,FALSE,FALSE,TRUE,,,,,
00376.jpg,FALSE,FALSE,TRUE,,,,,
00377.jpg,FALSE,FALSE,TRUE,,,,,
00378.jpg,FALSE,FALSE,TRUE,,,,,
00379.jpg,FALSE,FALSE,TRUE,,,,,
00380.jpg,FALSE,FALSE,TRUE,,,,,
00381.jpg,FALSE,FALSE,TRUE,,,,,
00382.jpg,FALSE,FALSE,TRUE,,,,,
00383.jpg,FALSE,FALSE,TRUE,,,,,
00384.jpg,FALSE,FALSE,TRUE,,,,,
00385.jpg,FALSE,FALSE,TRUE,,,,,
00386.jpg,FALSE,FALSE,TRUE,,,,,
00387.jpg,FALSE,FALSE,TRUE,,,,,
00388.jpg,FALSE,FALSE,TRUE,,,,,
00389.jpg,FALSE,FALSE,TRUE,,,,,
00390.jpg,FALSE,FALSE,TRUE,,,,,
00391.jpg,FALSE,FALSE,TRUE,,,,,
00392.jpg,FALSE,FALSE,TRUE,,,,,
00393.jpg,FALSE,FALSE,TRUE,,,,,
00394.jpg,FALSE,FALSE,TRUE,,,,,
00395.jpg,FALSE,FALSE,TRUE,,,,,
00396.jpg,FALSE,FALSE,TRUE,,,,,
00397.jpg,FALSE,FALSE,TRUE,,,,,
00398.jpg,FALSE,FALSE,TRUE,,,,,
00399.jpg,FALSE,FALSE,TRUE,,,,,
00400.jpg,FALSE,FALSE,TRUE,,,,,
00401.jpg,FALSE,FALSE,TRUE,,,,,
00402.jpg,FALSE,FALSE,TRUE,,,,,
00403.jpg,FALSE,FALSE,TRUE,,,,,
00404.jpg,FALSE,FALSE,TRUE,,,,,
00405.jpg,FALSE,FALSE,TRUE,,,,,
00406.jpg,FALSE,FALSE,TRUE,,,,,
00407.jpg,FALSE,FALSE,TRUE,,,,,
00408.jpg,FALSE,FALSE,TRUE,,,,,
00409.jpg,FALSE,FALSE,TRUE,,,,,
00410.jpg,FALSE,FALSE,TRUE,,,,,
00411.jpg,FALSE,FALSE,TRUE,,,,,
00412.jpg,FALSE,FALSE,TRUE,,,,,
00413.jpg,FALSE,FALSE,TRUE,,,,,
00414.jpg,FALSE,FALSE,TRUE,,,,,
00415.jpg,FALSE,FALSE,TRUE,,,,,
00416.jpg,FALSE,FALSE,TRUE,,,,,
00417.jpg,FALSE,FALSE,TRUE,,,,,
00418.jpg,FALSE,FALSE,TRUE,,,,,
00419.jpg,FALSE,FALSE,TRUE,,,,,
00420.jpg,FALSE,FALSE,TRUE,,,,,
00421.jpg,FALSE,FALSE,TRUE,,,,,
00422.jpg,FALSE,FALSE,TRUE,,,,,
00423.jpg,FALSE,FALSE,TRUE,,,,,
00424.jpg,FALSE,FALSE,TRUE,,,,,
00425.jpg,FALSE,FALSE,TRUE,,,,,
00426.jpg,FALSE,FALSE,TRUE,,,,,
00427.jpg,FALSE,FALSE,TRUE,,,,,
00428.jpg,FALSE,FALSE,TRUE,,,,,
00429.jpg,FALSE,FALSE,TRUE,,,,,
00430.jpg,FALSE,FALSE,TRUE,,,,,
00431.jpg,FALSE,FALSE,TRUE,,,,,
00432.jpg,FALSE,FALSE,TRUE,,,,,
00433.jpg,FALSE,FALSE,TRUE,,,,,
00434.jpg,FALSE,FALSE,TRUE,,,,,
00435.jpg,FALSE,FALSE,TRUE,,,,,
00436.jpg,FALSE,FALSE,TRUE,,,,,
00437.jpg,FALSE,FALSE,TRUE,,,,,
00438.jpg,FALSE,FALSE,TRUE,,,,,
00439.jpg,FALSE,FALSE,TRUE,,,,,
00440.jpg,FALSE,FALSE,TRUE,,,,,
00441.jpg,FALSE,FALSE,TRUE,,,,,
00442.jpg,FALSE,FALSE,TRUE,,,,,
00443.jpg,FALSE,FALSE,TRUE,,,,,
00444.jpg,FALSE,FALSE,TRUE,,,,,
00445.jpg,FALSE,FALSE,TRUE,,,,,
00446.jpg,FALSE,FALSE,TRUE,,,,,
00447.jpg,FALSE,FALSE,TRUE,,,,,
00448.jpg,FALSE,FALSE,TRUE,,,,,
00449.jpg,FALSE,FALSE,TRUE,,,,,
00450.jpg,FALSE,FALSE,TRUE,,,,,
00451.jpg,FALSE,FALSE,TRUE,,,,,
00452.jpg,FALSE,FALSE,TRUE,,,,,
00453.jpg,FALSE,FALSE,TRUE,,,,,
00454.jpg,FALSE,FALSE,TRUE,,,,,
00455.jpg,FALSE,FALSE,TRUE,,,,,
00456.jpg,FALSE,FALSE,TRUE,,,,,
00457.jpg,FALSE,FALSE,TRUE,,,,,
00458.jpg,FALSE,FALSE,TRUE,,,,,
00459.jpg,FALSE,FALSE,TRUE,,,,,
00460.jpg,FALSE,FALSE,TRUE,,,,,
00461.jpg,FALSE,FALSE,TRUE,,,,,
00462.jpg,FALSE,FALSE,TRUE,,,,,
00463.jpg,FALSE,FALSE,TRUE,,,,,
00464.jpg,FALSE,FALSE,TRUE,,,,,
00465.jpg,FALSE,FALSE,TRUE,,,,,
00466.jpg,FALSE,FALSE,TRUE,,,,,
00467.jpg,FALSE,FALSE,TRUE,,,,,
00468.jpg,FALSE,FALSE,TRUE,,,,,
00469.jpg,FALSE,FALSE,TRUE,,,,,
00470.jpg,FALSE,FALSE,TRUE,,,,,
00471.jpg,FALSE,FALSE,TRUE,,,,,
00472.jpg,FALSE,FALSE,TRUE,,,,,
00473.jpg,FALSE,FALSE,TRUE,,,,,
00474.jpg,FALSE,FALSE,TRUE,,,,,
00475.jpg,FALSE,FALSE,TRUE,,,,,
00476.jpg,FALSE,FALSE,TRUE,,,,,
00477.jpg,FALSE,FALSE,TRUE,,,,,
00478.jpg,FALSE,FALSE,TRUE,,,,,
00479.jpg,FALSE,FALSE,TRUE,,,,,
00480.jpg,FALSE,FALSE,TRUE,,,,,
00481.jpg,FALSE,FALSE,TRUE,,,,,
00482.jpg,TRUE,FALSE,FALSE,Canary Upwelling System,Suomi-NPP/VIIRS,12/20/2018,,
00483.jpg,TRUE,FALSE,FALSE,Lake Okeechobee, Sentinel-2B/MSI ,7/5/2018,,
00484.jpg,TRUE,FALSE,FALSE,Algal Slick,landsat 8,6/24/2006,,
00485.jpg,TRUE,FALSE,FALSE,Gulf of Oman Bloom,landsat 8,12/22/2017,Noctiluca scintillans ,
00486.png,TRUE,FALSE,FALSE,yukon river delta bloom,landsat 8,7/21/2017,,
00487.jpg,TRUE,FALSE,FALSE,Western south atlantic bloom,Aqua/Modis,11/23/2018,,
00488.jpg,TRUE,FALSE,FALSE,Arabian Sea,Aqua/Modis,11/23/2018,,
00489.jpg,TRUE,FALSE,FALSE,Santa Barbara County,landsat 8,11/26/2018,,suspected oil slick
00490.jpg,TRUE,FALSE,FALSE,Southeastern Australia Bloom,Suomi-NPP/VIIRS,11/18/2018,,
00491.png,TRUE,FALSE,FALSE,Falkland Island Bloom,Suomi-NPP/VIIRS,,,
00492.jpg,TRUE,FALSE,FALSE,Arabian Sea,Aqua/Modis,10/22/2018,,
00493.jpg,TRUE,FALSE,FALSE,Patagonia Blooms,Suomi-NPP/VIIRS,10/19/2018,,
